user_id,is_active,change_button_link,videos_uploaded,save_edit_placeholder,publishes,change_button_name,w_sessions,change_placeholder_title,w_watches,w_auth_watchers,w_customers,w_revenue
affwjnu5fy,0.0,0.0,3.0,0.0,2.0,0.0,12.0,0.0,10.0,2.0,0.0,
1lhymukga2,0.0,0.0,3.0,5.0,6.0,0.0,9.0,0.0,8.0,1.0,0.0,
urvr3oa6bg,0.0,0.0,3.0,0.0,2.0,0.0,13.0,0.0,8.0,1.0,0.0,
d49ensbus3,0.0,0.0,3.0,2.0,7.0,0.0,23.0,0.0,6.0,3.0,0.0,
cgq4tiocjq,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
t3nfswlj6s,0.0,0.0,3.0,1.0,4.0,0.0,7.0,0.0,4.0,2.0,0.0,
qbvsz91fnm,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,
g3liod9v27,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,
ns99i3stht,0.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,
60onph1bu9,0.0,1.0,3.0,4.0,5.0,0.0,17.0,0.0,3.0,1.0,0.0,
wyrbiymk41,0.0,0.0,3.0,1.0,4.0,0.0,45.0,1.0,3.0,1.0,0.0,
jlfqoak1t4,0.0,0.0,3.0,0.0,7.0,0.0,9.0,0.0,3.0,1.0,0.0,
bnqpwvkqzn,0.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,3.0,1.0,0.0,
31wq1fgdpo,0.0,0.0,3.0,2.0,2.0,0.0,6.0,0.0,3.0,1.0,0.0,
pnk5a2yot5,0.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,
tgxpiepxrd,0.0,0.0,3.0,3.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,
jt7fn9orey,0.0,0.0,3.0,2.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,
k1zc9lhs5g,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,
r7uxz1eljo,0.0,0.0,3.0,2.0,6.0,0.0,3.0,3.0,2.0,1.0,0.0,
ot2b0o1gdw,0.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,2.0,1.0,0.0,
2zfs8xui4w,0.0,0.0,3.0,2.0,2.0,0.0,71.0,3.0,2.0,1.0,0.0,
sur09ea0rr,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
y0yqe5nkl8,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,
ck147reqja,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,5.0,1.0,0.0,
6cac6iqkeh,0.0,0.0,3.0,6.0,3.0,0.0,7.0,0.0,1.0,1.0,0.0,
ecyp7oebyi,0.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,
opjns7ww12,0.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,
y4bn0zmdh7,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
jbg2her6e6,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
ltvqvsnzxd,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.0,1.0,0.0,
puezlm24m4,0.0,0.0,3.0,3.0,6.0,0.0,18.0,3.0,0.0,0.0,1.0,2.0
wmuinjxng2,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,
qmil37un5q,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
79ov1x2zfo,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ux97yxcbnp,0.0,0.0,5.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,
hqppsqmzuc,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
wn6ledxd1x,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bnoe91gvqq,0.0,0.0,3.0,2.0,7.0,0.0,10.0,7.0,0.0,0.0,0.0,
g7xjrisad0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,
1rze8b6x4g,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,
06zjqgvh2i,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
mmv5km16k6,0.0,0.0,3.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,
2klgixvz1w,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,
ifx86gk4i4,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
1pyicgxn1w,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
t67b9os77t,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
vbfbx4mmya,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
n3vxm2uhfw,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
u4en5zcj0q,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
b8yeuj7tmg,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,
4uhye19br3,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,
vyfxz65qix,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
mhh8dqbjav,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
m72q8t1rr9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bsy9o0c0gl,0.0,0.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,
rnog8qzm80,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,
wu65il6gue,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
tuljfafqvz,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
h59f4gybj1,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
bmmfcx83wp,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,
i625ckwo0v,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
w6o2sp5svr,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,
2h786qtko5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
tb5m7rb062,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,
5d4zuic7qz,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,
cr9wtgno40,0.0,0.0,2.0,1.0,1.0,0.0,41.0,0.0,41.0,2.0,0.0,
uc0u0e7fqy,0.0,0.0,2.0,4.0,6.0,0.0,30.0,0.0,32.0,1.0,0.0,
ouzgjfmpyo,0.0,0.0,2.0,2.0,1.0,0.0,39.0,0.0,13.0,1.0,0.0,
w7q7eh20pz,0.0,0.0,2.0,5.0,3.0,0.0,10.0,0.0,13.0,2.0,0.0,
rk24c5vkfg,0.0,1.0,2.0,3.0,4.0,1.0,27.0,1.0,13.0,1.0,0.0,
3z864ur0r0,0.0,0.0,2.0,8.0,9.0,0.0,9.0,0.0,12.0,1.0,0.0,
uao19y4i9x,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,10.0,1.0,0.0,
m8kvksqqlc,0.0,0.0,2.0,1.0,6.0,0.0,38.0,0.0,9.0,5.0,4.0,1081.0
ehywy8t24l,0.0,0.0,2.0,1.0,6.0,0.0,4.0,2.0,9.0,1.0,0.0,
kqb5reqxtu,0.0,0.0,2.0,2.0,3.0,0.0,5.0,0.0,8.0,1.0,0.0,
u1zgmgcuzw,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,8.0,1.0,0.0,
jnswggwd88,0.0,0.0,2.0,4.0,4.0,0.0,36.0,0.0,8.0,1.0,0.0,
0cxmpym74h,0.0,0.0,2.0,0.0,3.0,0.0,15.0,0.0,7.0,1.0,0.0,
9rz2rmu0ua,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,1.0,0.0,
3swzcg8l71,0.0,0.0,2.0,7.0,7.0,0.0,9.0,0.0,6.0,1.0,0.0,
hu9nspzf4t,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,
gmon60hwn3,0.0,0.0,2.0,4.0,8.0,0.0,95.0,3.0,6.0,2.0,0.0,
xcpki7c9fk,0.0,0.0,2.0,1.0,2.0,0.0,12.0,0.0,5.0,1.0,0.0,
esqg97ms5l,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,
prluntvcop,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,2.0,0.0,
gk9joue93s,0.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,5.0,1.0,0.0,
hhhb4ak3ic,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,1.0,0.0,
fpbvfnx6kp,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,
v7tdpedae2,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,
xoowu9ocg8,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,
mvm26f4utu,0.0,0.0,2.0,2.0,4.0,0.0,4.0,2.0,4.0,1.0,0.0,
34im4ger4z,0.0,0.0,4.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,
rzngsnf160,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,3.0,1.0,0.0,
0swtpozhrb,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,
pv1pv04v2c,0.0,0.0,2.0,4.0,2.0,0.0,5.0,0.0,3.0,1.0,0.0,
1dxlni3jv0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,6.0,3.0,1.0,0.0,
s3q8f1193v,0.0,0.0,2.0,0.0,1.0,0.0,44.0,0.0,3.0,2.0,0.0,
eb5537bkiw,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,3.0,1.0,0.0,
ia7kuot3s8,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,
bqktgqhkj6,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,
0ompy26u07,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,
2j1oqrz4xk,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,
459q6xkgfg,0.0,0.0,4.0,0.0,2.0,0.0,17.0,0.0,8.0,1.0,0.0,
eqgasau52v,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,
pzfimxqrbv,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,
kukru92tcw,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,
9szbcaweld,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,
7r59kusegg,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,
ni688b4wep,0.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,
y8dbnmc7ir,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,
cn846ht547,0.0,0.0,2.0,1.0,2.0,0.0,9.0,1.0,2.0,1.0,0.0,
h49i8dofbo,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,
fhcnpu88pu,0.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,
287bbajfst,0.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,
zg6tczplj7,0.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,2.0,1.0,0.0,
3mnfsh6ukv,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,
kxznq0t8s3,0.0,0.0,2.0,3.0,1.0,0.0,6.0,0.0,2.0,1.0,0.0,
doi7qdmqe0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,
o95ah6dmmy,0.0,0.0,2.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,
nz9cbjjlq4,0.0,2.0,2.0,4.0,3.0,0.0,4.0,1.0,2.0,1.0,0.0,
0i0xx6lyuc,0.0,0.0,2.0,2.0,4.0,0.0,8.0,0.0,2.0,1.0,0.0,
dkck2d90ij,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,
ey5xkcty82,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,
y9pnyd45zr,0.0,0.0,2.0,1.0,3.0,0.0,18.0,1.0,13.0,1.0,0.0,
t5a4v8sms6,0.0,0.0,2.0,0.0,4.0,0.0,22.0,0.0,2.0,1.0,0.0,
wk8c2of11g,0.0,1.0,2.0,2.0,2.0,0.0,12.0,1.0,1.0,1.0,0.0,
xbvquutync,0.0,0.0,2.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,
x2dz99mpu8,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,
ixrn3b46mp,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
dmswv8zhoh,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
pluahc18oo,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
m0xoijouyi,0.0,3.0,2.0,3.0,4.0,1.0,28.0,2.0,1.0,1.0,0.0,
3j6zkb6ccd,0.0,0.0,2.0,5.0,6.0,0.0,3.0,1.0,1.0,1.0,0.0,
pwncnz904t,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,
bj0w2sxl5o,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
ipmejkmghk,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,
42kz1ts60i,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
do56ulgnky,0.0,0.0,2.0,1.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0,
kldq2au8g3,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,
5oo3ctqqal,0.0,0.0,2.0,3.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,
4lz4vbqtm9,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,
yp8ctcugja,0.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,
2lgu081xg6,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,
dyqhw0swgt,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
3bpkdfwkqp,0.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,
0f5cxkdbjl,0.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,
51z4ixb4b2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15tx1klw4c,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
qlx3kjslll,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
q67fjidwpd,0.0,0.0,2.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,
80byfwnwza,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,
1yf9d3fc1c,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
7psftf8ru5,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
7uvhssp96f,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
4hcqoc1myo,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
fzigjb4d7o,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
q1y04zm45m,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,
pf0mh5rr3z,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
4rm8aoimdv,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,
obx5zv94c6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
mcuwnhn10q,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
mxlu22ge22,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
4uzwt2y8w6,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
vtvsyauymu,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
nayyhuj0rv,0.0,0.0,9.0,0.0,3.0,0.0,11.0,0.0,2.0,1.0,0.0,
dmmjbd2xrv,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
zrv7nsuvad,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
zuo2e0ran9,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
2uicy8mrf2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
gr6b9axj9j,0.0,0.0,2.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,
06l7hnyqv0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
w2a3leo0gl,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,
m4iem32kv5,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
ztbjdqbs95,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
aom1n28aj4,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,
n486tzqteo,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
8exegfuofq,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,
xn08czm4cg,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
u8k5ag09hx,0.0,0.0,2.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,
b7z5fmwzsz,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
ocwnxi9ye7,0.0,0.0,2.0,3.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,
ta2bhyw6dv,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
16els42tq3,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,
95aqzz6aa5,0.0,0.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,
gx3fq9fkz2,0.0,0.0,4.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,
7we68e6vg1,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
tqdxivtnho,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
x2zkhspguh,0.0,0.0,2.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,
dewi57i32r,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
ol9d29peiq,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
oqoebzmn3z,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
tz0isw6vzj,0.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,
5cvzkx2phr,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
ffokr3hnyf,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
5gj6vum39t,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
opxm8rsojv,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
9a9zxph6k2,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
934i0z5aec,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
vp6kfmm70j,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
mkdd9rcyjr,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lwthkee4xh,0.0,2.0,2.0,3.0,5.0,1.0,3.0,19.0,0.0,0.0,0.0,
1j1rzv8all,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
slssj7k944,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,
evb6yg3zia,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
wbgu19o7wb,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
ipzoeytzo3,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
2ycin0kc5p,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
0hcd2shu4x,0.0,0.0,2.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,
gywyo5bi2c,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
2syazepjik,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,
p8jjl7wxew,0.0,0.0,1.0,1.0,1.0,0.0,133.0,0.0,41.0,1.0,0.0,
zk49sxg07d,0.0,0.0,1.0,6.0,4.0,0.0,78.0,1.0,20.0,2.0,0.0,
430h6gj8ul,0.0,0.0,1.0,2.0,1.0,0.0,18.0,0.0,15.0,1.0,0.0,
wmpmy100ib,0.0,0.0,1.0,1.0,1.0,0.0,17.0,0.0,15.0,1.0,0.0,
uxyflo1g8o,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,13.0,1.0,0.0,
vqi4o5xp4r,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,13.0,1.0,0.0,
0hhl2y60i2,0.0,0.0,1.0,0.0,2.0,0.0,105.0,0.0,13.0,2.0,0.0,
qsz7q5o9i7,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,11.0,1.0,0.0,
3alrdnt0z5,0.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,9.0,1.0,0.0,
fxvnmzm0u5,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
deoaxukwrp,0.0,0.0,19.0,0.0,4.0,0.0,7.0,0.0,5.0,1.0,0.0,
juzfe7b3rx,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,
4i3ymhz164,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,1.0,0.0,
exao4593sj,0.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,8.0,1.0,0.0,
ov7itj353e,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,8.0,1.0,0.0,
9qghqea60x,0.0,0.0,1.0,1.0,1.0,0.0,22.0,0.0,6.0,1.0,0.0,
1piyg2st0c,0.0,0.0,1.0,4.0,2.0,0.0,6.0,0.0,6.0,1.0,0.0,
0xe9r204jg,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,
frxbkff0mg,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,6.0,1.0,0.0,
4iihgc576b,0.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,5.0,2.0,0.0,
58aqqob8vo,0.0,0.0,1.0,2.0,1.0,0.0,6.0,5.0,5.0,1.0,0.0,
qs8l2uu7a9,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,0.0,
846rp9rpot,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,5.0,1.0,0.0,
44rzajypzo,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,5.0,1.0,0.0,
0kz22nc6uz,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,5.0,1.0,0.0,
odjfn7mmfp,0.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,4.0,1.0,0.0,
d1rampqpz8,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,
lsobqzw5li,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,
f6j3h7hodf,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,4.0,1.0,0.0,
qx3076zeqn,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,1.0,0.0,
3tlqjc4qgk,0.0,0.0,1.0,0.0,1.0,0.0,71.0,0.0,4.0,1.0,0.0,
mklbbslumj,0.0,1.0,1.0,8.0,3.0,1.0,5.0,1.0,3.0,1.0,0.0,
chd687df5q,0.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,
1otr1mrg9m,0.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,
d618dceh77,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,
skc040lmzm,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,
edz12tkf9p,0.0,1.0,1.0,1.0,1.0,0.0,16.0,1.0,3.0,1.0,0.0,
3u0j7bvmn4,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,
wrpacenev2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,
gd3b43y1u2,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,
8y467fjwma,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,
pt6s3ku20x,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,
ikokopfov3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
6rxwkcm6cn,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,
uch3jqedcc,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,
